11, 320180.0, 69.67634615384615
11, 321078.0, 76.30742835595778
14, 47664.0, 39.85006813020439
33, 293996.0, 0.1332833583208396
33, 295880.0, 15.794077961019493
33, 303876.0, 81.66937781109446
35, 20531.0, 12.761369294605808
49, 308841.0, 59.54434032983509
49, 309187.0, 65.00895802098951
58, 4374.0, 18.493065967016495
63, 161687.0, 11.39552590266876
66, 57255.0, 1.566079460269865
73, 68947.0, 12.228748125937033
83, 192850.0, 53.9797373358349
9, 75653.0, 6.264537561343904
9, 76382.0, 7.797349943374858
9, 77329.0, 10.46311060777652
91, 132593.0, 0.13327874953479718
91, 152539.0, 60.47523260141422
93, 107728.0, 0.13327825760420578
95, 177798.0, 6.230997001499251
97, 237477.0, 13.328818660647103
