2, 218566.0, 54.27964767616192
9, 72436.0, 0.19993204983012458
9, 77329.0, 10.46311060777652
11, 318612.0, 57.31387631975868
14, 39042.0, 0.06663890991672976
33, 293980.0, 0.1332833583208396
33, 293996.0, 0.1332833583208396
33, 295880.0, 15.72743628185907
35, 20531.0, 12.761369294605808
35, 22789.0, 23.057095435684644
49, 308841.0, 59.54434032983509
49, 309187.0, 65.00895802098951
58, 1881.0, 8.929985007496253
63, 159872.0, 0.33320251177394034
63, 173544.0, 74.70400313971743
66, 57255.0, 1.566079460269865
66, 62394.0, 41.81765367316342
73, 68947.0, 12.228748125937033
74, 278720.0, 29.222376311844076
83, 192850.0, 53.94641651031895
91, 132593.0, 0.13327874953479718
91, 134045.0, 5.730986229996279
93, 107728.0, 0.13327825760420578
93, 124137.0, 58.6091137814495
95, 177395.0, 0.3665292353823089
95, 177461.0, 2.032571214392804
97, 234435.0, 0.16661023325808877
